"","from","to","stay_at_home_orders_overLap","width","title"
"513","IA","SD",43,0.43,"43 days shared in 2020"
"514","IA","TN",172,1.72,"172 days shared in 2020"
"515","IA","TX",267,2.67,"267 days shared in 2020"
"516","IA","UT",16,0.16,"16 days shared in 2020"
"517","IA","VA",15,0.15,"15 days shared in 2020"
"518","IA","VT",240,2.4,"240 days shared in 2020"
"519","IA","WA",231,2.31,"231 days shared in 2020"
"520","IA","WI",62,0.62,"62 days shared in 2020"
"521","IA","WV",251,2.51,"251 days shared in 2020"
"522","IA","WY",43,0.43,"43 days shared in 2020"
"523","ID","IL",104,1.04,"104 days shared in 2020"
"524","ID","IN",132,1.32,"132 days shared in 2020"
"525","ID","KS",220,2.2,"220 days shared in 2020"
"526","ID","KY",99,0.99,"99 days shared in 2020"
"527","ID","LA",120,1.2,"120 days shared in 2020"
"528","ID","MA",58,0.58,"58 days shared in 2020"
"529","ID","MD",198,1.98,"198 days shared in 2020"
"530","ID","ME",111,1.11,"111 days shared in 2020"
"531","ID","MI",202,2.02,"202 days shared in 2020"
"532","ID","MN",118,1.18,"118 days shared in 2020"
"533","ID","MO",224,2.24,"224 days shared in 2020"
"534","ID","MS",120,1.2,"120 days shared in 2020"
"535","ID","MT",86,0.86,"86 days shared in 2020"
"536","ID","NC",110,1.1,"110 days shared in 2020"
"537","ID","ND",166,1.66,"166 days shared in 2020"
"538","ID","NE",166,1.66,"166 days shared in 2020"
"539","ID","NH",117,1.17,"117 days shared in 2020"
"540","ID","NJ",199,1.99,"199 days shared in 2020"
"541","ID","NM",90,0.9,"90 days shared in 2020"
"542","ID","NV",122,1.22,"122 days shared in 2020"
"543","ID","NY",7,0.07,"7 days shared in 2020"
"544","ID","OH",120,1.2,"120 days shared in 2020"
"545","ID","OK",129,1.29,"129 days shared in 2020"
"546","ID","OR",91,0.91,"91 days shared in 2020"
"547","ID","PA",235,2.35,"235 days shared in 2020"
"548","ID","RI",125,1.25,"125 days shared in 2020"
"549","ID","SC",176,1.76,"176 days shared in 2020"
"550","ID","SD",195,1.95,"195 days shared in 2020"
"551","ID","TN",121,1.21,"121 days shared in 2020"
"552","ID","TX",99,0.99,"99 days shared in 2020"
"553","ID","UT",166,1.66,"166 days shared in 2020"
"554","ID","VA",198,1.98,"198 days shared in 2020"
"555","ID","VT",121,1.21,"121 days shared in 2020"
"556","ID","WA",112,1.12,"112 days shared in 2020"
"557","ID","WI",247,2.47,"247 days shared in 2020"
"558","ID","WV",132,1.32,"132 days shared in 2020"
"559","ID","WY",166,1.66,"166 days shared in 2020"
"560","IL","IN",264,2.64,"264 days shared in 2020"
"561","IL","KS",41,0.41,"41 days shared in 2020"
"562","IL","KY",223,2.23,"223 days shared in 2020"
"563","IL","LA",276,2.76,"276 days shared in 2020"
"564","IL","MA",167,1.67,"167 days shared in 2020"
"565","IL","MD",50,0.5,"50 days shared in 2020"
"566","IL","ME",269,2.69,"269 days shared in 2020"
"567","IL","MI",64,0.64,"64 days shared in 2020"
"568","IL","MN",274,2.74,"274 days shared in 2020"
"569","IL","MO",52,0.52,"52 days shared in 2020"
"570","IL","MS",154,1.54,"154 days shared in 2020"
"571","IL","MT",210,2.1,"210 days shared in 2020"
"572","IL","NC",276,2.76,"276 days shared in 2020"
"573","IL","ND",6,0.06,"6 days shared in 2020"
"574","IL","NE",6,0.06,"6 days shared in 2020"
"575","IL","NH",275,2.75,"275 days shared in 2020"
"576","IL","NJ",75,0.75,"75 days shared in 2020"
"577","IL","NM",218,2.18,"218 days shared in 2020"
"578","IL","NV",262,2.62,"262 days shared in 2020"
"579","IL","NY",6,0.06,"6 days shared in 2020"
"580","IL","OH",276,2.76,"276 days shared in 2020"
"581","IL","OK",162,1.62,"162 days shared in 2020"
"582","IL","OR",247,2.47,"247 days shared in 2020"
"583","IL","PA",82,0.82,"82 days shared in 2020"
"584","IL","RI",265,2.65,"265 days shared in 2020"
"585","IL","SC",98,0.98,"98 days shared in 2020"
"586","IL","SD",9,0.09,"9 days shared in 2020"
"587","IL","TN",155,1.55,"155 days shared in 2020"
"588","IL","TX",223,2.23,"223 days shared in 2020"
"589","IL","UT",6,0.06,"6 days shared in 2020"
"590","IL","VA",52,0.52,"52 days shared in 2020"
"591","IL","VT",275,2.75,"275 days shared in 2020"
"592","IL","WA",269,2.69,"269 days shared in 2020"
"593","IL","WI",107,1.07,"107 days shared in 2020"
"594","IL","WV",264,2.64,"264 days shared in 2020"
"595","IL","WY",6,0.06,"6 days shared in 2020"
"596","IN","KS",66,0.66,"66 days shared in 2020"
"597","IN","KY",251,2.51,"251 days shared in 2020"
"598","IN","LA",280,2.8,"280 days shared in 2020"
"599","IN","MA",195,1.95,"195 days shared in 2020"
"600","IN","MD",44,0.44,"44 days shared in 2020"
"601","IN","ME",269,2.69,"269 days shared in 2020"
"602","IN","MI",50,0.5,"50 days shared in 2020"
"603","IN","MN",276,2.76,"276 days shared in 2020"
"604","IN","MO",80,0.8,"80 days shared in 2020"
"605","IN","MS",182,1.82,"182 days shared in 2020"
"606","IN","MT",238,2.38,"238 days shared in 2020"
"607","IN","NC",268,2.68,"268 days shared in 2020"
"608","IN","ND",9,0.09,"9 days shared in 2020"
"609","IN","NE",9,0.09,"9 days shared in 2020"
"610","IN","NH",275,2.75,"275 days shared in 2020"
"611","IN","NJ",47,0.47,"47 days shared in 2020"
"612","IN","NM",243,2.43,"243 days shared in 2020"
"613","IN","NV",280,2.8,"280 days shared in 2020"
"614","IN","NY",7,0.07,"7 days shared in 2020"
"615","IN","OH",280,2.8,"280 days shared in 2020"
"616","IN","OK",165,1.65,"165 days shared in 2020"
"617","IN","OR",251,2.51,"251 days shared in 2020"
"618","IN","PA",81,0.81,"81 days shared in 2020"
"619","IN","RI",283,2.83,"283 days shared in 2020"
"620","IN","SC",126,1.26,"126 days shared in 2020"
"621","IN","SD",36,0.36,"36 days shared in 2020"
"622","IN","TN",183,1.83,"183 days shared in 2020"
"623","IN","TX",251,2.51,"251 days shared in 2020"
"624","IN","UT",9,0.09,"9 days shared in 2020"
"625","IN","VA",44,0.44,"44 days shared in 2020"
"626","IN","VT",281,2.81,"281 days shared in 2020"
"627","IN","WA",272,2.72,"272 days shared in 2020"
"628","IN","WI",101,1.01,"101 days shared in 2020"
"629","IN","WV",292,2.92,"292 days shared in 2020"
"630","IN","WY",9,0.09,"9 days shared in 2020"
"631","KS","KY",32,0.32,"32 days shared in 2020"
"632","KS","LA",54,0.54,"54 days shared in 2020"
"633","KS","MA",87,0.87,"87 days shared in 2020"
"634","KS","MD",270,2.7,"270 days shared in 2020"
"635","KS","ME",55,0.55,"55 days shared in 2020"
"636","KS","MI",258,2.58,"258 days shared in 2020"
"637","KS","MN",56,0.56,"56 days shared in 2020"
"638","KS","MO",264,2.64,"264 days shared in 2020"
"639","KS","MS",154,1.54,"154 days shared in 2020"
"640","KS","MT",104,1.04,"104 days shared in 2020"
"641","KS","NC",54,0.54,"54 days shared in 2020"
"642","KS","ND",235,2.35,"235 days shared in 2020"
"643","KS","NE",235,2.35,"235 days shared in 2020"
"644","KS","NH",55,0.55,"55 days shared in 2020"
"645","KS","NJ",247,2.47,"247 days shared in 2020"
"646","KS","NM",23,0.23,"23 days shared in 2020"
"647","KS","NV",66,0.66,"66 days shared in 2020"
"648","KS","NY",7,0.07,"7 days shared in 2020"
"649","KS","OH",54,0.54,"54 days shared in 2020"
"650","KS","OK",69,0.69,"69 days shared in 2020"
"651","KS","OR",83,0.83,"83 days shared in 2020"
"652","KS","PA",229,2.29,"229 days shared in 2020"
"653","KS","RI",65,0.65,"65 days shared in 2020"
"654","KS","SC",216,2.16,"216 days shared in 2020"
"655","KS","SD",244,2.44,"244 days shared in 2020"
"656","KS","TN",155,1.55,"155 days shared in 2020"
"657","KS","TX",37,0.37,"37 days shared in 2020"
"658","KS","UT",232,2.32,"232 days shared in 2020"
"659","KS","VA",270,2.7,"270 days shared in 2020"
"660","KS","VT",55,0.55,"55 days shared in 2020"
"661","KS","WA",46,0.46,"46 days shared in 2020"
"662","KS","WI",213,2.13,"213 days shared in 2020"
"663","KS","WV",66,0.66,"66 days shared in 2020"
"664","KS","WY",235,2.35,"235 days shared in 2020"
"665","KY","LA",239,2.39,"239 days shared in 2020"
"666","KY","MA",235,2.35,"235 days shared in 2020"
"667","KY","MD",10,0.1,"10 days shared in 2020"
"668","KY","ME",238,2.38,"238 days shared in 2020"
"669","KY","MI",9,0.09,"9 days shared in 2020"
"670","KY","MN",239,2.39,"239 days shared in 2020"
"671","KY","MO",53,0.53,"53 days shared in 2020"
"672","KY","MS",166,1.66,"166 days shared in 2020"
"673","KY","MT",218,2.18,"218 days shared in 2020"
"674","KY","NC",234,2.34,"234 days shared in 2020"
"675","KY","ND",10,0.1,"10 days shared in 2020"
"676","KY","NE",10,0.1,"10 days shared in 2020"
"677","KY","NH",238,2.38,"238 days shared in 2020"
"678","KY","NJ",6,0.06,"6 days shared in 2020"
"679","KY","NM",283,2.83,"283 days shared in 2020"
"680","KY","NV",247,2.47,"247 days shared in 2020"
"681","KY","NY",7,0.07,"7 days shared in 2020"
"682","KY","OH",239,2.39,"239 days shared in 2020"
"683","KY","OK",165,1.65,"165 days shared in 2020"
"684","KY","OR",210,2.1,"210 days shared in 2020"
"685","KY","PA",49,0.49,"49 days shared in 2020"
"686","KY","RI",247,2.47,"247 days shared in 2020"
"687","KY","SC",100,1,"100 days shared in 2020"
"688","KY","SD",76,0.76,"76 days shared in 2020"
"689","KY","TN",168,1.68,"168 days shared in 2020"
"690","KY","TX",284,2.84,"284 days shared in 2020"
"691","KY","UT",45,0.45,"45 days shared in 2020"
"692","KY","VA",10,0.1,"10 days shared in 2020"
"693","KY","VT",240,2.4,"240 days shared in 2020"
"694","KY","WA",231,2.31,"231 days shared in 2020"
"695","KY","WI",62,0.62,"62 days shared in 2020"
"696","KY","WV",251,2.51,"251 days shared in 2020"
"697","KY","WY",10,0.1,"10 days shared in 2020"
"698","LA","MA",183,1.83,"183 days shared in 2020"
"699","LA","MD",52,0.52,"52 days shared in 2020"
"700","LA","ME",279,2.79,"279 days shared in 2020"
"701","LA","MI",60,0.6,"60 days shared in 2020"
"702","LA","MN",286,2.86,"286 days shared in 2020"
"703","LA","MO",68,0.68,"68 days shared in 2020"
"704","LA","MS",170,1.7,"170 days shared in 2020"
"705","LA","MT",226,2.26,"226 days shared in 2020"
"706","LA","NC",278,2.78,"278 days shared in 2020"
"707","LA","ND",8,0.08,"8 days shared in 2020"
"708","LA","NE",8,0.08,"8 days shared in 2020"
"709","LA","NH",285,2.85,"285 days shared in 2020"
"710","LA","NJ",59,0.59,"59 days shared in 2020"
"711","LA","NM",232,2.32,"232 days shared in 2020"
"712","LA","NV",278,2.78,"278 days shared in 2020"
"713","LA","NY",7,0.07,"7 days shared in 2020"
"714","LA","OH",292,2.92,"292 days shared in 2020"
"715","LA","OK",164,1.64,"164 days shared in 2020"
"716","LA","OR",263,2.63,"263 days shared in 2020"
"717","LA","PA",84,0.84,"84 days shared in 2020"
"718","LA","RI",281,2.81,"281 days shared in 2020"
"719","LA","SC",114,1.14,"114 days shared in 2020"
"720","LA","SD",25,0.25,"25 days shared in 2020"
"721","LA","TN",171,1.71,"171 days shared in 2020"
"722","LA","TX",239,2.39,"239 days shared in 2020"
"723","LA","UT",8,0.08,"8 days shared in 2020"
"724","LA","VA",54,0.54,"54 days shared in 2020"
"725","LA","VT",291,2.91,"291 days shared in 2020"
"726","LA","WA",277,2.77,"277 days shared in 2020"
"727","LA","WI",109,1.09,"109 days shared in 2020"
"728","LA","WV",280,2.8,"280 days shared in 2020"
"729","LA","WY",8,0.08,"8 days shared in 2020"
"730","MA","MD",65,0.65,"65 days shared in 2020"
"731","MA","ME",181,1.81,"181 days shared in 2020"
"732","MA","MI",65,0.65,"65 days shared in 2020"
"733","MA","MN",182,1.82,"182 days shared in 2020"
"734","MA","MO",108,1.08,"108 days shared in 2020"
"735","MA","MS",221,2.21,"221 days shared in 2020"
"736","MA","MT",245,2.45,"245 days shared in 2020"
"737","MA","NC",177,1.77,"177 days shared in 2020"
"738","MA","ND",65,0.65,"65 days shared in 2020"
"739","MA","NE",65,0.65,"65 days shared in 2020"
"740","MA","NH",181,1.81,"181 days shared in 2020"
"741","MA","NJ",62,0.62,"62 days shared in 2020"
"742","MA","NM",228,2.28,"228 days shared in 2020"
"743","MA","NV",190,1.9,"190 days shared in 2020"
"744","MA","NY",7,0.07,"7 days shared in 2020"
"745","MA","OH",183,1.83,"183 days shared in 2020"
"746","MA","OK",109,1.09,"109 days shared in 2020"
"747","MA","OR",212,2.12,"212 days shared in 2020"
"748","MA","PA",26,0.26,"26 days shared in 2020"
"749","MA","RI",190,1.9,"190 days shared in 2020"
"750","MA","SC",155,1.55,"155 days shared in 2020"
"751","MA","SD",133,1.33,"133 days shared in 2020"
"752","MA","TN",223,2.23,"223 days shared in 2020"
"753","MA","TX",227,2.27,"227 days shared in 2020"
"754","MA","UT",100,1,"100 days shared in 2020"
"755","MA","VA",65,0.65,"65 days shared in 2020"
"756","MA","VT",184,1.84,"184 days shared in 2020"
"757","MA","WA",175,1.75,"175 days shared in 2020"
"758","MA","WI",13,0.13,"13 days shared in 2020"
"759","MA","WV",195,1.95,"195 days shared in 2020"
"760","MA","WY",65,0.65,"65 days shared in 2020"
"761","MD","ME",56,0.56,"56 days shared in 2020"
"762","MD","MI",267,2.67,"267 days shared in 2020"
"763","MD","MN",56,0.56,"56 days shared in 2020"
"764","MD","MO",242,2.42,"242 days shared in 2020"
"765","MD","MS",132,1.32,"132 days shared in 2020"
"766","MD","MT",82,0.82,"82 days shared in 2020"
"767","MD","NC",59,0.59,"59 days shared in 2020"
"768","MD","ND",248,2.48,"248 days shared in 2020"
"769","MD","NE",248,2.48,"248 days shared in 2020"
"770","MD","NH",56,0.56,"56 days shared in 2020"
"771","MD","NJ",256,2.56,"256 days shared in 2020"
"772","MD","NM",1,0.01,"1 days shared in 2020"
"773","MD","NV",54,0.54,"54 days shared in 2020"
"774","MD","NY",7,0.07,"7 days shared in 2020"
"775","MD","OH",52,0.52,"52 days shared in 2020"
"776","MD","OK",69,0.69,"69 days shared in 2020"
"777","MD","OR",81,0.81,"81 days shared in 2020"
"778","MD","PA",244,2.44,"244 days shared in 2020"
"779","MD","RI",53,0.53,"53 days shared in 2020"
"780","MD","SC",194,1.94,"194 days shared in 2020"
"781","MD","SD",222,2.22,"222 days shared in 2020"
"782","MD","TN",133,1.33,"133 days shared in 2020"
"783","MD","TX",15,0.15,"15 days shared in 2020"
"784","MD","UT",245,2.45,"245 days shared in 2020"
"785","MD","VA",290,2.9,"290 days shared in 2020"
"786","MD","VT",53,0.53,"53 days shared in 2020"
"787","MD","WA",47,0.47,"47 days shared in 2020"
"788","MD","WI",235,2.35,"235 days shared in 2020"
"789","MD","WV",44,0.44,"44 days shared in 2020"
"790","MD","WY",248,2.48,"248 days shared in 2020"
"791","ME","MI",55,0.55,"55 days shared in 2020"
"792","ME","MN",285,2.85,"285 days shared in 2020"
"793","ME","MO",75,0.75,"75 days shared in 2020"
"794","ME","MS",177,1.77,"177 days shared in 2020"
"795","ME","MT",223,2.23,"223 days shared in 2020"
"796","ME","NC",285,2.85,"285 days shared in 2020"
"797","ME","ND",18,0.18,"18 days shared in 2020"
"798","ME","NE",18,0.18,"18 days shared in 2020"
"799","ME","NH",286,2.86,"286 days shared in 2020"
"800","ME","NJ",52,0.52,"52 days shared in 2020"
"801","ME","NM",229,2.29,"229 days shared in 2020"
"802","ME","NV",281,2.81,"281 days shared in 2020"
"803","ME","NY",7,0.07,"7 days shared in 2020"
"804","ME","OH",279,2.79,"279 days shared in 2020"
"805","ME","OK",165,1.65,"165 days shared in 2020"
"806","ME","OR",250,2.5,"250 days shared in 2020"
"807","ME","PA",92,0.92,"92 days shared in 2020"
"808","ME","RI",278,2.78,"278 days shared in 2020"
"809","ME","SC",121,1.21,"121 days shared in 2020"
"810","ME","SD",22,0.22,"22 days shared in 2020"
"811","ME","TN",176,1.76,"176 days shared in 2020"
"812","ME","TX",246,2.46,"246 days shared in 2020"
"813","ME","UT",12,0.12,"12 days shared in 2020"
"814","ME","VA",58,0.58,"58 days shared in 2020"
"815","ME","VT",280,2.8,"280 days shared in 2020"
"816","ME","WA",267,2.67,"267 days shared in 2020"
"817","ME","WI",103,1.03,"103 days shared in 2020"
"818","ME","WV",269,2.69,"269 days shared in 2020"
"819","ME","WY",18,0.18,"18 days shared in 2020"
"820","MI","MN",60,0.6,"60 days shared in 2020"
"821","MI","MO",236,2.36,"236 days shared in 2020"
"822","MI","MS",126,1.26,"126 days shared in 2020"
"823","MI","MT",80,0.8,"80 days shared in 2020"
"824","MI","NC",61,0.61,"61 days shared in 2020"
"825","MI","ND",223,2.23,"223 days shared in 2020"
"826","MI","NE",223,2.23,"223 days shared in 2020"
"827","MI","NH",61,0.61,"61 days shared in 2020"
"828","MI","NJ",270,2.7,"270 days shared in 2020"
"829","MI","NM",1,0.01,"1 days shared in 2020"
"830","MI","NV",48,0.48,"48 days shared in 2020"
"831","MI","NY",18,0.18,"18 days shared in 2020"
"832","MI","OH",60,0.6,"60 days shared in 2020"
"833","MI","OK",78,0.78,"78 days shared in 2020"
"834","MI","OR",89,0.89,"89 days shared in 2020"
"835","MI","PA",221,2.21,"221 days shared in 2020"
"836","MI","RI",51,0.51,"51 days shared in 2020"
"837","MI","SC",188,1.88,"188 days shared in 2020"
"838","MI","SD",222,2.22,"222 days shared in 2020"
"839","MI","TN",127,1.27,"127 days shared in 2020"
"840","MI","TX",9,0.09,"9 days shared in 2020"
"841","MI","UT",223,2.23,"223 days shared in 2020"
"842","MI","VA",269,2.69,"269 days shared in 2020"
"843","MI","VT",61,0.61,"61 days shared in 2020"
"844","MI","WA",55,0.55,"55 days shared in 2020"
"845","MI","WI",220,2.2,"220 days shared in 2020"
"846","MI","WV",50,0.5,"50 days shared in 2020"
"847","MI","WY",223,2.23,"223 days shared in 2020"
"848","MN","MO",70,0.7,"70 days shared in 2020"
"849","MN","MS",172,1.72,"172 days shared in 2020"
"850","MN","MT",228,2.28,"228 days shared in 2020"
"851","MN","NC",284,2.84,"284 days shared in 2020"
"852","MN","ND",12,0.12,"12 days shared in 2020"
"853","MN","NE",12,0.12,"12 days shared in 2020"
"854","MN","NH",291,2.91,"291 days shared in 2020"
"855","MN","NJ",57,0.57,"57 days shared in 2020"
"856","MN","NM",230,2.3,"230 days shared in 2020"
"857","MN","NV",280,2.8,"280 days shared in 2020"
"858","MN","NY",7,0.07,"7 days shared in 2020"
"859","MN","OH",286,2.86,"286 days shared in 2020"
"860","MN","OK",165,1.65,"165 days shared in 2020"
"861","MN","OR",257,2.57,"257 days shared in 2020"
"862","MN","PA",88,0.88,"88 days shared in 2020"
"863","MN","RI",283,2.83,"283 days shared in 2020"
"864","MN","SC",116,1.16,"116 days shared in 2020"
"865","MN","SD",23,0.23,"23 days shared in 2020"
"866","MN","TN",173,1.73,"173 days shared in 2020"
"867","MN","TX",241,2.41,"241 days shared in 2020"
"868","MN","UT",12,0.12,"12 days shared in 2020"
"869","MN","VA",58,0.58,"58 days shared in 2020"
"870","MN","VT",287,2.87,"287 days shared in 2020"
"871","MN","WA",273,2.73,"273 days shared in 2020"
"872","MN","WI",109,1.09,"109 days shared in 2020"
"873","MN","WV",276,2.76,"276 days shared in 2020"
"874","MN","WY",12,0.12,"12 days shared in 2020"
"875","MO","MS",176,1.76,"176 days shared in 2020"
"876","MO","MT",118,1.18,"118 days shared in 2020"
"877","MO","NC",68,0.68,"68 days shared in 2020"
"878","MO","ND",221,2.21,"221 days shared in 2020"
"879","MO","NE",221,2.21,"221 days shared in 2020"
"880","MO","NH",69,0.69,"69 days shared in 2020"
"881","MO","NJ",233,2.33,"233 days shared in 2020"
"882","MO","NM",44,0.44,"44 days shared in 2020"
"883","MO","NV",82,0.82,"82 days shared in 2020"
"884","MO","NY",7,0.07,"7 days shared in 2020"
"885","MO","OH",68,0.68,"68 days shared in 2020"
"886","MO","OK",86,0.86,"86 days shared in 2020"
"887","MO","OR",97,0.97,"97 days shared in 2020"
"888","MO","PA",205,2.05,"205 days shared in 2020"
"889","MO","RI",79,0.79,"79 days shared in 2020"
"890","MO","SC",244,2.44,"244 days shared in 2020"
"891","MO","SD",235,2.35,"235 days shared in 2020"
"892","MO","TN",173,1.73,"173 days shared in 2020"
"893","MO","TX",61,0.61,"61 days shared in 2020"
"894","MO","UT",211,2.11,"211 days shared in 2020"
"895","MO","VA",242,2.42,"242 days shared in 2020"
"896","MO","VT",69,0.69,"69 days shared in 2020"
"897","MO","WA",60,0.6,"60 days shared in 2020"
"898","MO","WI",185,1.85,"185 days shared in 2020"
"899","MO","WV",80,0.8,"80 days shared in 2020"
"900","MO","WY",221,2.21,"221 days shared in 2020"
"901","MS","MT",234,2.34,"234 days shared in 2020"
"902","MS","NC",170,1.7,"170 days shared in 2020"
"903","MS","ND",112,1.12,"112 days shared in 2020"
"904","MS","NE",112,1.12,"112 days shared in 2020"
"905","MS","NH",171,1.71,"171 days shared in 2020"
"906","MS","NJ",123,1.23,"123 days shared in 2020"
"907","MS","NM",157,1.57,"157 days shared in 2020"
"908","MS","NV",184,1.84,"184 days shared in 2020"
"909","MS","NY",7,0.07,"7 days shared in 2020"
"910","MS","OH",170,1.7,"170 days shared in 2020"
"911","MS","OK",72,0.72,"72 days shared in 2020"
"912","MS","OR",199,1.99,"199 days shared in 2020"
"913","MS","PA",95,0.95,"95 days shared in 2020"
"914","MS","RI",181,1.81,"181 days shared in 2020"
"915","MS","SC",222,2.22,"222 days shared in 2020"
"916","MS","SD",136,1.36,"136 days shared in 2020"
"917","MS","TN",289,2.89,"289 days shared in 2020"
"918","MS","TX",174,1.74,"174 days shared in 2020"
"919","MS","UT",109,1.09,"109 days shared in 2020"
"920","MS","VA",132,1.32,"132 days shared in 2020"
"921","MS","VT",171,1.71,"171 days shared in 2020"
"922","MS","WA",162,1.62,"162 days shared in 2020"
"923","MS","WI",75,0.75,"75 days shared in 2020"
"924","MS","WV",182,1.82,"182 days shared in 2020"
"925","MS","WY",112,1.12,"112 days shared in 2020"
"926","MT","NC",222,2.22,"222 days shared in 2020"
"927","MT","ND",55,0.55,"55 days shared in 2020"
"928","MT","NE",55,0.55,"55 days shared in 2020"
"929","MT","NH",227,2.27,"227 days shared in 2020"
"930","MT","NJ",77,0.77,"77 days shared in 2020"
"931","MT","NM",209,2.09,"209 days shared in 2020"
"932","MT","NV",234,2.34,"234 days shared in 2020"
"933","MT","NY",7,0.07,"7 days shared in 2020"
"934","MT","OH",226,2.26,"226 days shared in 2020"
"935","MT","OK",123,1.23,"123 days shared in 2020"
"936","MT","OR",255,2.55,"255 days shared in 2020"
"937","MT","PA",41,0.41,"41 days shared in 2020"
"938","MT","RI",237,2.37,"237 days shared in 2020"
"939","MT","SC",164,1.64,"164 days shared in 2020"
"940","MT","SD",86,0.86,"86 days shared in 2020"
"941","MT","TN",235,2.35,"235 days shared in 2020"
"942","MT","TX",221,2.21,"221 days shared in 2020"
"943","MT","UT",59,0.59,"59 days shared in 2020"
"944","MT","VA",82,0.82,"82 days shared in 2020"
"945","MT","VT",227,2.27,"227 days shared in 2020"
"946","MT","WA",218,2.18,"218 days shared in 2020"
"947","MT","WI",49,0.49,"49 days shared in 2020"
"948","MT","WV",238,2.38,"238 days shared in 2020"
"949","MT","WY",55,0.55,"55 days shared in 2020"
"950","NC","ND",15,0.15,"15 days shared in 2020"
"951","NC","NE",15,0.15,"15 days shared in 2020"
"952","NC","NH",285,2.85,"285 days shared in 2020"
"953","NC","NJ",59,0.59,"59 days shared in 2020"
"954","NC","NM",225,2.25,"225 days shared in 2020"
"955","NC","NV",278,2.78,"278 days shared in 2020"
"956","NC","NY",7,0.07,"7 days shared in 2020"
"957","NC","OH",278,2.78,"278 days shared in 2020"
"958","NC","OK",165,1.65,"165 days shared in 2020"
"959","NC","OR",249,2.49,"249 days shared in 2020"
"960","NC","PA",91,0.91,"91 days shared in 2020"
"961","NC","RI",277,2.77,"277 days shared in 2020"
"962","NC","SC",114,1.14,"114 days shared in 2020"
"963","NC","SD",18,0.18,"18 days shared in 2020"
"964","NC","TN",171,1.71,"171 days shared in 2020"
"965","NC","TX",239,2.39,"239 days shared in 2020"
"966","NC","UT",12,0.12,"12 days shared in 2020"
"967","NC","VA",61,0.61,"61 days shared in 2020"
"968","NC","VT",279,2.79,"279 days shared in 2020"
"969","NC","WA",270,2.7,"270 days shared in 2020"
"970","NC","WI",106,1.06,"106 days shared in 2020"
"971","NC","WV",268,2.68,"268 days shared in 2020"
"972","NC","WY",15,0.15,"15 days shared in 2020"
"973","ND","NE",292,2.92,"292 days shared in 2020"
"974","ND","NH",12,0.12,"12 days shared in 2020"
"975","ND","NJ",212,2.12,"212 days shared in 2020"
"976","ND","NM",1,0.01,"1 days shared in 2020"
"977","ND","NV",16,0.16,"16 days shared in 2020"
"978","ND","NY",7,0.07,"7 days shared in 2020"
"979","ND","OH",8,0.08,"8 days shared in 2020"
"980","ND","OK",69,0.69,"69 days shared in 2020"
"981","ND","OR",37,0.37,"37 days shared in 2020"
"982","ND","PA",209,2.09,"209 days shared in 2020"
"983","ND","RI",13,0.13,"13 days shared in 2020"
"984","ND","SC",175,1.75,"175 days shared in 2020"
"985","ND","SD",222,2.22,"222 days shared in 2020"
"986","ND","TN",109,1.09,"109 days shared in 2020"
"987","ND","TX",18,0.18,"18 days shared in 2020"
"988","ND","UT",257,2.57,"257 days shared in 2020"
"989","ND","VA",246,2.46,"246 days shared in 2020"
"990","ND","VT",9,0.09,"9 days shared in 2020"
"991","ND","WA",8,0.08,"8 days shared in 2020"
"992","ND","WI",191,1.91,"191 days shared in 2020"
"993","ND","WV",9,0.09,"9 days shared in 2020"
"994","ND","WY",292,2.92,"292 days shared in 2020"
"995","NE","NH",12,0.12,"12 days shared in 2020"
"996","NE","NJ",212,2.12,"212 days shared in 2020"
"997","NE","NM",1,0.01,"1 days shared in 2020"
"998","NE","NV",16,0.16,"16 days shared in 2020"
"999","NE","NY",7,0.07,"7 days shared in 2020"
"1000","NE","OH",8,0.08,"8 days shared in 2020"
"1001","NE","OK",69,0.69,"69 days shared in 2020"
"1002","NE","OR",37,0.37,"37 days shared in 2020"
"1003","NE","PA",209,2.09,"209 days shared in 2020"
"1004","NE","RI",13,0.13,"13 days shared in 2020"
"1005","NE","SC",175,1.75,"175 days shared in 2020"
"1006","NE","SD",222,2.22,"222 days shared in 2020"
"1007","NE","TN",109,1.09,"109 days shared in 2020"
"1008","NE","TX",18,0.18,"18 days shared in 2020"
"1009","NE","UT",257,2.57,"257 days shared in 2020"
"1010","NE","VA",246,2.46,"246 days shared in 2020"
"1011","NE","VT",9,0.09,"9 days shared in 2020"
"1012","NE","WA",8,0.08,"8 days shared in 2020"
"1013","NE","WI",191,1.91,"191 days shared in 2020"
"1014","NE","WV",9,0.09,"9 days shared in 2020"
"1015","NE","WY",292,2.92,"292 days shared in 2020"
"1016","NH","NJ",58,0.58,"58 days shared in 2020"
"1017","NH","NM",229,2.29,"229 days shared in 2020"
"1018","NH","NV",279,2.79,"279 days shared in 2020"
"1019","NH","NY",7,0.07,"7 days shared in 2020"
"1020","NH","OH",285,2.85,"285 days shared in 2020"
"1021","NH","OK",165,1.65,"165 days shared in 2020"
"1022","NH","OR",256,2.56,"256 days shared in 2020"
"1023","NH","PA",88,0.88,"88 days shared in 2020"
"1024","NH","RI",282,2.82,"282 days shared in 2020"
"1025","NH","SC",115,1.15,"115 days shared in 2020"
"1026","NH","SD",22,0.22,"22 days shared in 2020"
"1027","NH","TN",172,1.72,"172 days shared in 2020"
"1028","NH","TX",240,2.4,"240 days shared in 2020"
