"","from","to","gathering_bans_overLap","width","title"
"513","IA","SD",159,1.59,"159 days shared in 2020"
"514","IA","TN",211,2.11,"211 days shared in 2020"
"515","IA","TX",100,1,"100 days shared in 2020"
"516","IA","UT",27,0.27,"27 days shared in 2020"
"517","IA","VA",106,1.06,"106 days shared in 2020"
"518","IA","VT",36,0.36,"36 days shared in 2020"
"519","IA","WA",43,0.43,"43 days shared in 2020"
"520","IA","WI",141,1.41,"141 days shared in 2020"
"521","IA","WV",64,0.64,"64 days shared in 2020"
"522","IA","WY",82,0.82,"82 days shared in 2020"
"523","ID","IL",44,0.44,"44 days shared in 2020"
"524","ID","IN",104,1.04,"104 days shared in 2020"
"525","ID","KS",160,1.6,"160 days shared in 2020"
"526","ID","KY",45,0.45,"45 days shared in 2020"
"527","ID","LA",44,0.44,"44 days shared in 2020"
"528","ID","MA",68,0.68,"68 days shared in 2020"
"529","ID","MD",141,1.41,"141 days shared in 2020"
"530","ID","ME",7,0.07,"7 days shared in 2020"
"531","ID","MI",108,1.08,"108 days shared in 2020"
"532","ID","MN",68,0.68,"68 days shared in 2020"
"533","ID","MO",188,1.88,"188 days shared in 2020"
"534","ID","MS",14,0.14,"14 days shared in 2020"
"535","ID","MT",222,2.22,"222 days shared in 2020"
"536","ID","NC",3,0.03,"3 days shared in 2020"
"537","ID","ND",193,1.93,"193 days shared in 2020"
"538","ID","NE",51,0.51,"51 days shared in 2020"
"539","ID","NH",145,1.45,"145 days shared in 2020"
"540","ID","NJ",71,0.71,"71 days shared in 2020"
"541","ID","NM",5,0.05,"5 days shared in 2020"
"542","ID","NV",110,1.1,"110 days shared in 2020"
"543","ID","NY",38,0.38,"38 days shared in 2020"
"544","ID","OH",1,0.01,"1 days shared in 2020"
"545","ID","OK",192,1.92,"192 days shared in 2020"
"546","ID","OR",75,0.75,"75 days shared in 2020"
"547","ID","PA",44,0.44,"44 days shared in 2020"
"548","ID","RI",54,0.54,"54 days shared in 2020"
"549","ID","SC",108,1.08,"108 days shared in 2020"
"550","ID","SD",193,1.93,"193 days shared in 2020"
"551","ID","TN",170,1.7,"170 days shared in 2020"
"552","ID","TX",76,0.76,"76 days shared in 2020"
"553","ID","UT",48,0.48,"48 days shared in 2020"
"554","ID","VA",4,0.04,"4 days shared in 2020"
"555","ID","VT",50,0.5,"50 days shared in 2020"
"556","ID","WA",84,0.84,"84 days shared in 2020"
"557","ID","WI",200,2,"200 days shared in 2020"
"558","ID","WV",13,0.13,"13 days shared in 2020"
"559","ID","WY",9,0.09,"9 days shared in 2020"
"560","IL","IN",57,0.57,"57 days shared in 2020"
"561","IL","KS",63,0.63,"63 days shared in 2020"
"562","IL","KY",58,0.58,"58 days shared in 2020"
"563","IL","LA",120,1.2,"120 days shared in 2020"
"564","IL","MA",142,1.42,"142 days shared in 2020"
"565","IL","MD",87,0.87,"87 days shared in 2020"
"566","IL","ME",183,1.83,"183 days shared in 2020"
"567","IL","MI",87,0.87,"87 days shared in 2020"
"568","IL","MN",88,0.88,"88 days shared in 2020"
"569","IL","MO",44,0.44,"44 days shared in 2020"
"570","IL","MS",83,0.83,"83 days shared in 2020"
"571","IL","MT",6,0.06,"6 days shared in 2020"
"572","IL","NC",102,1.02,"102 days shared in 2020"
"573","IL","ND",2,0.02,"2 days shared in 2020"
"574","IL","NE",88,0.88,"88 days shared in 2020"
"575","IL","NH",87,0.87,"87 days shared in 2020"
"576","IL","NJ",109,1.09,"109 days shared in 2020"
"577","IL","NM",99,0.99,"99 days shared in 2020"
"578","IL","NV",168,1.68,"168 days shared in 2020"
"579","IL","NY",159,1.59,"159 days shared in 2020"
"580","IL","OH",99,0.99,"99 days shared in 2020"
"581","IL","OK",33,0.33,"33 days shared in 2020"
"582","IL","OR",18,0.18,"18 days shared in 2020"
"583","IL","PA",21,0.21,"21 days shared in 2020"
"584","IL","RI",115,1.15,"115 days shared in 2020"
"585","IL","SC",2,0.02,"2 days shared in 2020"
"586","IL","SD",2,0.02,"2 days shared in 2020"
"587","IL","TN",62,0.62,"62 days shared in 2020"
"588","IL","TX",2,0.02,"2 days shared in 2020"
"589","IL","UT",112,1.12,"112 days shared in 2020"
"590","IL","VA",84,0.84,"84 days shared in 2020"
"591","IL","VT",108,1.08,"108 days shared in 2020"
"592","IL","WA",81,0.81,"81 days shared in 2020"
"593","IL","WI",2,0.02,"2 days shared in 2020"
"594","IL","WV",62,0.62,"62 days shared in 2020"
"595","IL","WY",185,1.85,"185 days shared in 2020"
"596","IN","KS",18,0.18,"18 days shared in 2020"
"597","IN","KY",54,0.54,"54 days shared in 2020"
"598","IN","LA",15,0.15,"15 days shared in 2020"
"599","IN","MA",158,1.58,"158 days shared in 2020"
"600","IN","MD",15,0.15,"15 days shared in 2020"
"601","IN","ME",20,0.2,"20 days shared in 2020"
"602","IN","MI",198,1.98,"198 days shared in 2020"
"603","IN","MN",55,0.55,"55 days shared in 2020"
"604","IN","MO",25,0.25,"25 days shared in 2020"
"605","IN","MS",71,0.71,"71 days shared in 2020"
"606","IN","MT",38,0.38,"38 days shared in 2020"
"607","IN","NC",10,0.1,"10 days shared in 2020"
"608","IN","ND",13,0.13,"13 days shared in 2020"
"609","IN","NE",18,0.18,"18 days shared in 2020"
"610","IN","NH",25,0.25,"25 days shared in 2020"
"611","IN","NJ",242,2.42,"242 days shared in 2020"
"612","IN","NM",18,0.18,"18 days shared in 2020"
"613","IN","NV",145,1.45,"145 days shared in 2020"
"614","IN","NY",47,0.47,"47 days shared in 2020"
"615","IN","OH",14,0.14,"14 days shared in 2020"
"616","IN","OK",26,0.26,"26 days shared in 2020"
"617","IN","OR",242,2.42,"242 days shared in 2020"
"618","IN","PA",51,0.51,"51 days shared in 2020"
"619","IN","RI",67,0.67,"67 days shared in 2020"
"620","IN","SC",13,0.13,"13 days shared in 2020"
"621","IN","SD",13,0.13,"13 days shared in 2020"
"622","IN","TN",25,0.25,"25 days shared in 2020"
"623","IN","TX",13,0.13,"13 days shared in 2020"
"624","IN","UT",34,0.34,"34 days shared in 2020"
"625","IN","VA",17,0.17,"17 days shared in 2020"
"626","IN","VT",89,0.89,"89 days shared in 2020"
"627","IN","WA",94,0.94,"94 days shared in 2020"
"628","IN","WI",43,0.43,"43 days shared in 2020"
"629","IN","WV",26,0.26,"26 days shared in 2020"
"630","IN","WY",22,0.22,"22 days shared in 2020"
"631","KS","KY",25,0.25,"25 days shared in 2020"
"632","KS","LA",84,0.84,"84 days shared in 2020"
"633","KS","MA",60,0.6,"60 days shared in 2020"
"634","KS","MD",267,2.67,"267 days shared in 2020"
"635","KS","ME",64,0.64,"64 days shared in 2020"
"636","KS","MI",13,0.13,"13 days shared in 2020"
"637","KS","MN",15,0.15,"15 days shared in 2020"
"638","KS","MO",266,2.66,"266 days shared in 2020"
"639","KS","MS",58,0.58,"58 days shared in 2020"
"640","KS","MT",187,1.87,"187 days shared in 2020"
"641","KS","NC",56,0.56,"56 days shared in 2020"
"642","KS","ND",226,2.26,"226 days shared in 2020"
"643","KS","NE",102,1.02,"102 days shared in 2020"
"644","KS","NH",263,2.63,"263 days shared in 2020"
"645","KS","NJ",67,0.67,"67 days shared in 2020"
"646","KS","NM",63,0.63,"63 days shared in 2020"
"647","KS","NV",25,0.25,"25 days shared in 2020"
"648","KS","NY",7,0.07,"7 days shared in 2020"
"649","KS","OH",65,0.65,"65 days shared in 2020"
"650","KS","OK",256,2.56,"256 days shared in 2020"
"651","KS","OR",1,0.01,"1 days shared in 2020"
"652","KS","PA",10,0.1,"10 days shared in 2020"
"653","KS","RI",64,0.64,"64 days shared in 2020"
"654","KS","SC",75,0.75,"75 days shared in 2020"
"655","KS","SD",226,2.26,"226 days shared in 2020"
"656","KS","TN",272,2.72,"272 days shared in 2020"
"657","KS","TX",43,0.43,"43 days shared in 2020"
"658","KS","UT",78,0.78,"78 days shared in 2020"
"659","KS","VA",62,0.62,"62 days shared in 2020"
"660","KS","VT",47,0.47,"47 days shared in 2020"
"661","KS","WA",2,0.02,"2 days shared in 2020"
"662","KS","WI",216,2.16,"216 days shared in 2020"
"663","KS","WV",50,0.5,"50 days shared in 2020"
"664","KS","WY",61,0.61,"61 days shared in 2020"
"665","KY","LA",9,0.09,"9 days shared in 2020"
"666","KY","MA",40,0.4,"40 days shared in 2020"
"667","KY","MD",40,0.4,"40 days shared in 2020"
"668","KY","ME",38,0.38,"38 days shared in 2020"
"669","KY","MI",109,1.09,"109 days shared in 2020"
"670","KY","MN",169,1.69,"169 days shared in 2020"
"671","KY","MO",27,0.27,"27 days shared in 2020"
"672","KY","MS",52,0.52,"52 days shared in 2020"
"673","KY","MT",38,0.38,"38 days shared in 2020"
"674","KY","NC",117,1.17,"117 days shared in 2020"
"675","KY","ND",27,0.27,"27 days shared in 2020"
"676","KY","NE",142,1.42,"142 days shared in 2020"
"677","KY","NH",52,0.52,"52 days shared in 2020"
"678","KY","NJ",5,0.05,"5 days shared in 2020"
"679","KY","NM",189,1.89,"189 days shared in 2020"
"680","KY","NV",75,0.75,"75 days shared in 2020"
"681","KY","NY",106,1.06,"106 days shared in 2020"
"682","KY","OH",185,1.85,"185 days shared in 2020"
"683","KY","OK",27,0.27,"27 days shared in 2020"
"684","KY","OR",71,0.71,"71 days shared in 2020"
"685","KY","PA",52,0.52,"52 days shared in 2020"
"686","KY","RI",38,0.38,"38 days shared in 2020"
"687","KY","SC",8,0.08,"8 days shared in 2020"
"688","KY","SD",27,0.27,"27 days shared in 2020"
"689","KY","TN",15,0.15,"15 days shared in 2020"
"690","KY","TX",154,1.54,"154 days shared in 2020"
"691","KY","UT",96,0.96,"96 days shared in 2020"
"692","KY","VA",20,0.2,"20 days shared in 2020"
"693","KY","VT",18,0.18,"18 days shared in 2020"
"694","KY","WA",223,2.23,"223 days shared in 2020"
"695","KY","WI",90,0.9,"90 days shared in 2020"
"696","KY","WV",30,0.3,"30 days shared in 2020"
"697","KY","WY",33,0.33,"33 days shared in 2020"
"698","LA","MA",58,0.58,"58 days shared in 2020"
"699","LA","MD",74,0.74,"74 days shared in 2020"
"700","LA","ME",115,1.15,"115 days shared in 2020"
"701","LA","MI",6,0.06,"6 days shared in 2020"
"702","LA","MN",4,0.04,"4 days shared in 2020"
"703","LA","MO",86,0.86,"86 days shared in 2020"
"704","LA","MS",47,0.47,"47 days shared in 2020"
"705","LA","MT",48,0.48,"48 days shared in 2020"
"706","LA","NC",48,0.48,"48 days shared in 2020"
"707","LA","ND",44,0.44,"44 days shared in 2020"
"708","LA","NE",67,0.67,"67 days shared in 2020"
"709","LA","NH",65,0.65,"65 days shared in 2020"
"710","LA","NJ",55,0.55,"55 days shared in 2020"
"711","LA","NM",55,0.55,"55 days shared in 2020"
"712","LA","NV",75,0.75,"75 days shared in 2020"
"713","LA","NY",64,0.64,"64 days shared in 2020"
"714","LA","OH",54,0.54,"54 days shared in 2020"
"715","LA","OK",75,0.75,"75 days shared in 2020"
"716","LA","OR",5,0.05,"5 days shared in 2020"
"717","LA","PA",19,0.19,"19 days shared in 2020"
"718","LA","RI",55,0.55,"55 days shared in 2020"
"719","LA","SC",119,1.19,"119 days shared in 2020"
"720","LA","SD",44,0.44,"44 days shared in 2020"
"721","LA","TN",90,0.9,"90 days shared in 2020"
"722","LA","TX",44,0.44,"44 days shared in 2020"
"723","LA","UT",66,0.66,"66 days shared in 2020"
"724","LA","VA",132,1.32,"132 days shared in 2020"
"725","LA","VT",49,0.49,"49 days shared in 2020"
"726","LA","WA",5,0.05,"5 days shared in 2020"
"727","LA","WI",44,0.44,"44 days shared in 2020"
"728","LA","WV",43,0.43,"43 days shared in 2020"
"729","LA","WY",115,1.15,"115 days shared in 2020"
"730","MA","MD",83,0.83,"83 days shared in 2020"
"731","MA","ME",71,0.71,"71 days shared in 2020"
"732","MA","MI",192,1.92,"192 days shared in 2020"
"733","MA","MN",98,0.98,"98 days shared in 2020"
"734","MA","MO",43,0.43,"43 days shared in 2020"
"735","MA","MS",116,1.16,"116 days shared in 2020"
"736","MA","MT",6,0.06,"6 days shared in 2020"
"737","MA","NC",100,1,"100 days shared in 2020"
"738","MA","ND",2,0.02,"2 days shared in 2020"
"739","MA","NE",98,0.98,"98 days shared in 2020"
"740","MA","NH",86,0.86,"86 days shared in 2020"
"741","MA","NJ",204,2.04,"204 days shared in 2020"
"742","MA","NM",106,1.06,"106 days shared in 2020"
"743","MA","NV",121,1.21,"121 days shared in 2020"
"744","MA","NY",28,0.28,"28 days shared in 2020"
"745","MA","OH",105,1.05,"105 days shared in 2020"
"746","MA","OK",33,0.33,"33 days shared in 2020"
"747","MA","OR",125,1.25,"125 days shared in 2020"
"748","MA","PA",28,0.28,"28 days shared in 2020"
"749","MA","RI",150,1.5,"150 days shared in 2020"
"750","MA","SC",2,0.02,"2 days shared in 2020"
"751","MA","SD",2,0.02,"2 days shared in 2020"
"752","MA","TN",61,0.61,"61 days shared in 2020"
"753","MA","TX",6,0.06,"6 days shared in 2020"
"754","MA","UT",5,0.05,"5 days shared in 2020"
"755","MA","VA",75,0.75,"75 days shared in 2020"
"756","MA","VT",132,1.32,"132 days shared in 2020"
"757","MA","WA",94,0.94,"94 days shared in 2020"
"758","MA","WI",2,0.02,"2 days shared in 2020"
"759","MA","WV",71,0.71,"71 days shared in 2020"
"760","MA","WY",54,0.54,"54 days shared in 2020"
"761","MD","ME",76,0.76,"76 days shared in 2020"
"762","MD","MI",30,0.3,"30 days shared in 2020"
"763","MD","MN",30,0.3,"30 days shared in 2020"
"764","MD","MO",249,2.49,"249 days shared in 2020"
"765","MD","MS",64,0.64,"64 days shared in 2020"
"766","MD","MT",169,1.69,"169 days shared in 2020"
"767","MD","NC",74,0.74,"74 days shared in 2020"
"768","MD","ND",207,2.07,"207 days shared in 2020"
"769","MD","NE",117,1.17,"117 days shared in 2020"
"770","MD","NH",280,2.8,"280 days shared in 2020"
"771","MD","NJ",67,0.67,"67 days shared in 2020"
"772","MD","NM",85,0.85,"85 days shared in 2020"
"773","MD","NV",29,0.29,"29 days shared in 2020"
"774","MD","NY",26,0.26,"26 days shared in 2020"
"775","MD","OH",82,0.82,"82 days shared in 2020"
"776","MD","OK",238,2.38,"238 days shared in 2020"
"777","MD","OR",4,0.04,"4 days shared in 2020"
"778","MD","PA",2,0.02,"2 days shared in 2020"
"779","MD","RI",73,0.73,"73 days shared in 2020"
"780","MD","SC",56,0.56,"56 days shared in 2020"
"781","MD","SD",207,2.07,"207 days shared in 2020"
"782","MD","TN",255,2.55,"255 days shared in 2020"
"783","MD","TX",24,0.24,"24 days shared in 2020"
"784","MD","UT",80,0.8,"80 days shared in 2020"
"785","MD","VA",75,0.75,"75 days shared in 2020"
"786","MD","VT",55,0.55,"55 days shared in 2020"
"787","MD","WA",23,0.23,"23 days shared in 2020"
"788","MD","WI",197,1.97,"197 days shared in 2020"
"789","MD","WV",43,0.43,"43 days shared in 2020"
"790","MD","WY",58,0.58,"58 days shared in 2020"
"791","ME","MI",13,0.13,"13 days shared in 2020"
"792","ME","MN",26,0.26,"26 days shared in 2020"
"793","ME","MO",49,0.49,"49 days shared in 2020"
"794","ME","MS",69,0.69,"69 days shared in 2020"
"795","ME","MT",11,0.11,"11 days shared in 2020"
"796","ME","NC",66,0.66,"66 days shared in 2020"
"797","ME","ND",7,0.07,"7 days shared in 2020"
"798","ME","NE",68,0.68,"68 days shared in 2020"
"799","ME","NH",77,0.77,"77 days shared in 2020"
"800","ME","NJ",67,0.67,"67 days shared in 2020"
"801","ME","NM",79,0.79,"79 days shared in 2020"
"802","ME","NV",156,1.56,"156 days shared in 2020"
"803","ME","NY",178,1.78,"178 days shared in 2020"
"804","ME","OH",71,0.71,"71 days shared in 2020"
"805","ME","OK",38,0.38,"38 days shared in 2020"
"806","ME","OR",1,0.01,"1 days shared in 2020"
"807","ME","PA",7,0.07,"7 days shared in 2020"
"808","ME","RI",78,0.78,"78 days shared in 2020"
"809","ME","SC",7,0.07,"7 days shared in 2020"
"810","ME","SD",7,0.07,"7 days shared in 2020"
"811","ME","TN",67,0.67,"67 days shared in 2020"
"812","ME","TX",7,0.07,"7 days shared in 2020"
"813","ME","UT",142,1.42,"142 days shared in 2020"
"814","ME","VA",99,0.99,"99 days shared in 2020"
"815","ME","VT",49,0.49,"49 days shared in 2020"
"816","ME","WA",11,0.11,"11 days shared in 2020"
"817","ME","WI",6,0.06,"6 days shared in 2020"
"818","ME","WV",48,0.48,"48 days shared in 2020"
"819","ME","WY",208,2.08,"208 days shared in 2020"
"820","MI","MN",115,1.15,"115 days shared in 2020"
"821","MI","MO",5,0.05,"5 days shared in 2020"
"822","MI","MS",58,0.58,"58 days shared in 2020"
"823","MI","MT",35,0.35,"35 days shared in 2020"
"824","MI","NC",73,0.73,"73 days shared in 2020"
"825","MI","ND",5,0.05,"5 days shared in 2020"
"826","MI","NE",76,0.76,"76 days shared in 2020"
"827","MI","NH",31,0.31,"31 days shared in 2020"
"828","MI","NJ",158,1.58,"158 days shared in 2020"
"829","MI","NM",73,0.73,"73 days shared in 2020"
"830","MI","NV",138,1.38,"138 days shared in 2020"
"831","MI","NY",92,0.92,"92 days shared in 2020"
"832","MI","OH",78,0.78,"78 days shared in 2020"
"833","MI","OK",5,0.05,"5 days shared in 2020"
"834","MI","OR",185,1.85,"185 days shared in 2020"
"835","MI","PA",45,0.45,"45 days shared in 2020"
"836","MI","RI",56,0.56,"56 days shared in 2020"
"837","MI","SC",2,0.02,"2 days shared in 2020"
"838","MI","SD",5,0.05,"5 days shared in 2020"
"839","MI","TN",6,0.06,"6 days shared in 2020"
"840","MI","TX",31,0.31,"31 days shared in 2020"
"841","MI","UT",37,0.37,"37 days shared in 2020"
"842","MI","VA",17,0.17,"17 days shared in 2020"
"843","MI","VT",71,0.71,"71 days shared in 2020"
"844","MI","WA",177,1.77,"177 days shared in 2020"
"845","MI","WI",55,0.55,"55 days shared in 2020"
"846","MI","WV",2,0.02,"2 days shared in 2020"
"847","MI","WY",2,0.02,"2 days shared in 2020"
"848","MN","MO",21,0.21,"21 days shared in 2020"
"849","MN","MS",55,0.55,"55 days shared in 2020"
"850","MN","MT",29,0.29,"29 days shared in 2020"
"851","MN","NC",124,1.24,"124 days shared in 2020"
"852","MN","ND",63,0.63,"63 days shared in 2020"
"853","MN","NE",154,1.54,"154 days shared in 2020"
"854","MN","NH",46,0.46,"46 days shared in 2020"
"855","MN","NJ",56,0.56,"56 days shared in 2020"
"856","MN","NM",196,1.96,"196 days shared in 2020"
"857","MN","NV",71,0.71,"71 days shared in 2020"
"858","MN","NY",25,0.25,"25 days shared in 2020"
"859","MN","OH",192,1.92,"192 days shared in 2020"
"860","MN","OK",32,0.32,"32 days shared in 2020"
"861","MN","OR",14,0.14,"14 days shared in 2020"
"862","MN","PA",21,0.21,"21 days shared in 2020"
"863","MN","RI",92,0.92,"92 days shared in 2020"
"864","MN","SC",63,0.63,"63 days shared in 2020"
"865","MN","SD",63,0.63,"63 days shared in 2020"
"866","MN","TN",21,0.21,"21 days shared in 2020"
"867","MN","TX",204,2.04,"204 days shared in 2020"
"868","MN","UT",21,0.21,"21 days shared in 2020"
"869","MN","VA",27,0.27,"27 days shared in 2020"
"870","MN","VT",44,0.44,"44 days shared in 2020"
"871","MN","WA",222,2.22,"222 days shared in 2020"
"872","MN","WI",16,0.16,"16 days shared in 2020"
"873","MN","WV",13,0.13,"13 days shared in 2020"
"874","MN","WY",11,0.11,"11 days shared in 2020"
"875","MO","MS",46,0.46,"46 days shared in 2020"
"876","MO","MT",216,2.16,"216 days shared in 2020"
"877","MO","NC",38,0.38,"38 days shared in 2020"
"878","MO","ND",254,2.54,"254 days shared in 2020"
"879","MO","NE",90,0.9,"90 days shared in 2020"
"880","MO","NH",253,2.53,"253 days shared in 2020"
"881","MO","NJ",47,0.47,"47 days shared in 2020"
"882","MO","NM",47,0.47,"47 days shared in 2020"
"883","MO","NV",19,0.19,"19 days shared in 2020"
"884","MO","NY",1,0.01,"1 days shared in 2020"
"885","MO","OH",43,0.43,"43 days shared in 2020"
"886","MO","OK",285,2.85,"285 days shared in 2020"
"887","MO","OR",1,0.01,"1 days shared in 2020"
"888","MO","PA",12,0.12,"12 days shared in 2020"
"889","MO","RI",53,0.53,"53 days shared in 2020"
"890","MO","SC",103,1.03,"103 days shared in 2020"
"891","MO","SD",254,2.54,"254 days shared in 2020"
"892","MO","TN",266,2.66,"266 days shared in 2020"
"893","MO","TX",71,0.71,"71 days shared in 2020"
"894","MO","UT",80,0.8,"80 days shared in 2020"
"895","MO","VA",45,0.45,"45 days shared in 2020"
"896","MO","VT",44,0.44,"44 days shared in 2020"
"897","MO","WA",2,0.02,"2 days shared in 2020"
"898","MO","WI",229,2.29,"229 days shared in 2020"
"899","MO","WV",53,0.53,"53 days shared in 2020"
"900","MO","WY",51,0.51,"51 days shared in 2020"
"901","MS","MT",18,0.18,"18 days shared in 2020"
"902","MS","NC",146,1.46,"146 days shared in 2020"
"903","MS","ND",20,0.2,"20 days shared in 2020"
"904","MS","NE",110,1.1,"110 days shared in 2020"
"905","MS","NH",74,0.74,"74 days shared in 2020"
"906","MS","NJ",109,1.09,"109 days shared in 2020"
"907","MS","NM",120,1.2,"120 days shared in 2020"
"908","MS","NV",33,0.33,"33 days shared in 2020"
"909","MS","NY",22,0.22,"22 days shared in 2020"
"910","MS","OH",116,1.16,"116 days shared in 2020"
"911","MS","OK",37,0.37,"37 days shared in 2020"
"912","MS","OR",82,0.82,"82 days shared in 2020"
"913","MS","PA",118,1.18,"118 days shared in 2020"
"914","MS","RI",156,1.56,"156 days shared in 2020"
"915","MS","SC",20,0.2,"20 days shared in 2020"
"916","MS","SD",20,0.2,"20 days shared in 2020"
"917","MS","TN",76,0.76,"76 days shared in 2020"
"918","MS","TX",73,0.73,"73 days shared in 2020"
"919","MS","UT",6,0.06,"6 days shared in 2020"
"920","MS","VA",93,0.93,"93 days shared in 2020"
"921","MS","VT",136,1.36,"136 days shared in 2020"
"922","MS","WA",27,0.27,"27 days shared in 2020"
"923","MS","WI",6,0.06,"6 days shared in 2020"
"924","MS","WV",150,1.5,"150 days shared in 2020"
"925","MS","WY",87,0.87,"87 days shared in 2020"
"926","MT","NC",3,0.03,"3 days shared in 2020"
"927","MT","ND",220,2.2,"220 days shared in 2020"
"928","MT","NE",50,0.5,"50 days shared in 2020"
"929","MT","NH",173,1.73,"173 days shared in 2020"
"930","MT","NJ",9,0.09,"9 days shared in 2020"
"931","MT","NM",9,0.09,"9 days shared in 2020"
"932","MT","NV",44,0.44,"44 days shared in 2020"
"933","MT","NY",31,0.31,"31 days shared in 2020"
"934","MT","OH",5,0.05,"5 days shared in 2020"
"935","MT","OK",224,2.24,"224 days shared in 2020"
"936","MT","OR",31,0.31,"31 days shared in 2020"
"937","MT","PA",61,0.61,"61 days shared in 2020"
"938","MT","RI",15,0.15,"15 days shared in 2020"
"939","MT","SC",111,1.11,"111 days shared in 2020"
"940","MT","SD",220,2.2,"220 days shared in 2020"
"941","MT","TN",198,1.98,"198 days shared in 2020"
"942","MT","TX",79,0.79,"79 days shared in 2020"
"943","MT","UT",67,0.67,"67 days shared in 2020"
"944","MT","VA",32,0.32,"32 days shared in 2020"
"945","MT","VT",6,0.06,"6 days shared in 2020"
"946","MT","WA",32,0.32,"32 days shared in 2020"
"947","MT","WI",217,2.17,"217 days shared in 2020"
"948","MT","WV",18,0.18,"18 days shared in 2020"
"949","MT","WY",28,0.28,"28 days shared in 2020"
"950","NC","ND",3,0.03,"3 days shared in 2020"
"951","NC","NE",200,2,"200 days shared in 2020"
"952","NC","NH",81,0.81,"81 days shared in 2020"
"953","NC","NJ",56,0.56,"56 days shared in 2020"
"954","NC","NM",213,2.13,"213 days shared in 2020"
"955","NC","NV",24,0.24,"24 days shared in 2020"
"956","NC","NY",25,0.25,"25 days shared in 2020"
"957","NC","OH",211,2.11,"211 days shared in 2020"
"958","NC","OK",28,0.28,"28 days shared in 2020"
"959","NC","OR",30,0.3,"30 days shared in 2020"
"960","NC","PA",93,0.93,"93 days shared in 2020"
"961","NC","RI",128,1.28,"128 days shared in 2020"
"962","NC","SC",3,0.03,"3 days shared in 2020"
"963","NC","SD",3,0.03,"3 days shared in 2020"
"964","NC","TN",68,0.68,"68 days shared in 2020"
"965","NC","TX",116,1.16,"116 days shared in 2020"
"966","NC","UT",3,0.03,"3 days shared in 2020"
"967","NC","VA",97,0.97,"97 days shared in 2020"
"968","NC","VT",109,1.09,"109 days shared in 2020"
"969","NC","WA",110,1.1,"110 days shared in 2020"
"970","NC","WI",3,0.03,"3 days shared in 2020"
"971","NC","WV",149,1.49,"149 days shared in 2020"
"972","NC","WY",72,0.72,"72 days shared in 2020"
"973","ND","NE",66,0.66,"66 days shared in 2020"
"974","ND","NH",211,2.11,"211 days shared in 2020"
"975","ND","NJ",5,0.05,"5 days shared in 2020"
"976","ND","NM",5,0.05,"5 days shared in 2020"
"977","ND","NV",13,0.13,"13 days shared in 2020"
"978","ND","NY",1,0.01,"1 days shared in 2020"
"979","ND","OH",1,0.01,"1 days shared in 2020"
"980","ND","OK",265,2.65,"265 days shared in 2020"
"981","ND","OR",1,0.01,"1 days shared in 2020"
"982","ND","PA",21,0.21,"21 days shared in 2020"
"983","ND","RI",11,0.11,"11 days shared in 2020"
"984","ND","SC",145,1.45,"145 days shared in 2020"
"985","ND","SD",296,2.96,"296 days shared in 2020"
"986","ND","TN",224,2.24,"224 days shared in 2020"
"987","ND","TX",113,1.13,"113 days shared in 2020"
"988","ND","UT",76,0.76,"76 days shared in 2020"
"989","ND","VA",4,0.04,"4 days shared in 2020"
"990","ND","VT",2,0.02,"2 days shared in 2020"
"991","ND","WA",2,0.02,"2 days shared in 2020"
"992","ND","WI",229,2.29,"229 days shared in 2020"
"993","ND","WV",13,0.13,"13 days shared in 2020"
"994","ND","WY",9,0.09,"9 days shared in 2020"
"995","NE","NH",133,1.33,"133 days shared in 2020"
"996","NE","NJ",56,0.56,"56 days shared in 2020"
"997","NE","NM",214,2.14,"214 days shared in 2020"
"998","NE","NV",33,0.33,"33 days shared in 2020"
"999","NE","NY",25,0.25,"25 days shared in 2020"
"1000","NE","OH",210,2.1,"210 days shared in 2020"
"1001","NE","OK",81,0.81,"81 days shared in 2020"
"1002","NE","OR",22,0.22,"22 days shared in 2020"
"1003","NE","PA",33,0.33,"33 days shared in 2020"
"1004","NE","RI",80,0.8,"80 days shared in 2020"
"1005","NE","SC",42,0.42,"42 days shared in 2020"
"1006","NE","SD",66,0.66,"66 days shared in 2020"
"1007","NE","TN",104,1.04,"104 days shared in 2020"
"1008","NE","TX",138,1.38,"138 days shared in 2020"
"1009","NE","UT",18,0.18,"18 days shared in 2020"
"1010","NE","VA",100,1,"100 days shared in 2020"
"1011","NE","VT",37,0.37,"37 days shared in 2020"
"1012","NE","WA",122,1.22,"122 days shared in 2020"
"1013","NE","WI",43,0.43,"43 days shared in 2020"
"1014","NE","WV",79,0.79,"79 days shared in 2020"
"1015","NE","WY",68,0.68,"68 days shared in 2020"
"1016","NH","NJ",65,0.65,"65 days shared in 2020"
"1017","NH","NM",90,0.9,"90 days shared in 2020"
"1018","NH","NV",39,0.39,"39 days shared in 2020"
"1019","NH","NY",25,0.25,"25 days shared in 2020"
"1020","NH","OH",86,0.86,"86 days shared in 2020"
"1021","NH","OK",242,2.42,"242 days shared in 2020"
"1022","NH","OR",1,0.01,"1 days shared in 2020"
"1023","NH","PA",12,0.12,"12 days shared in 2020"
"1024","NH","RI",81,0.81,"81 days shared in 2020"
"1025","NH","SC",60,0.6,"60 days shared in 2020"
"1026","NH","SD",211,2.11,"211 days shared in 2020"
"1027","NH","TN",259,2.59,"259 days shared in 2020"
"1028","NH","TX",28,0.28,"28 days shared in 2020"
